title,year,genres
Unlocked,2017,"Action,Thriller"
David Attenborough: A Life on Our Planet,2020,Documentary
The Hours,2002,Drama
Charm School,2007,Comedy
Emma,1996,"Comedy,Drama,Romance"
The Endless,2017,"Science Fiction,Horror,Thriller"
The Arbors,2022,"Drama,Romance"
"Yang Patah Tumbuh, Yang Hilang Berganti",2023,"Drama,Family,Western"
The Water Man,2020,Adventure
Odavum Mudiyadhu Oliyavum Mudiyadhu,2023,"Horror,Action,Comedy"
Phone,2002,"Mystery,Horror,Thriller"
BUĎ CHLAP!,2023,"Comedy,Romance"
Lovers of the Arctic Circle,1998,"Drama,Mystery,Romance"
The 100 Candles Game,2020,Horror
The Piano Forest,2007,"Music,Animation,Drama"
The Rising Hawk,2019,"Action,History,Drama"
Sling Blade,1996,Drama
Kickboxer: Vengeance,2016,"Action,Drama"
My Own Private Idaho,1991,Drama
Marvel Studios: Assembling a Universe,2014,"Documentary,TV Movie"
Maheshum Maruthiyum,2023,Comedy
Miss Stevens,2016,"Comedy,Drama"
Get a Horse!,2013,"Animation,Family,Comedy"
Frantic,1988,"Thriller,Crime,Mystery"
Paayum Oli Nee Yenakku,2023,"Thriller,Romance,Action"
The Bachelors,2017,"Comedy,Drama,Romance"
Lumberjack Man,2015,"Horror,Comedy"
Swiped,2018,"Comedy,Drama,Romance"
Maayakumari,2023,"Drama,Mystery"
Saul: The Journey to Damascus,2014,Drama
Pleasure Guide,2017,Romance
Waitress,2007,"Drama,Comedy,Romance"
Castaway on the Moon,2009,"Drama,Comedy,Romance"
Starsky & Hutch,2004,"Comedy,Crime"
Lady in the Water,2006,"Drama,Fantasy,Mystery"
Seven Swords,2005,"Action,Drama"
Feast,2022,"Mystery,Crime"
Permission,2018,"Comedy,Romance,Drama"
Queen Margot,1994,"Drama,History,Romance"
Father & Soldier,2023,"Drama,History,War"
shuteye,2022,Horror
Arctic Blast,2010,"Science Fiction,Action"
Joint Security Area,2000,"War,Drama,Thriller,Action"
Mean Machine,2001,"Comedy,Drama"
The Informers,2008,Drama
Mrs Undercover,2023,"Action,Comedy,Thriller"
Monster Hunt 2,2018,"Adventure,Comedy,Fantasy"
Cabin Fever,2003,Horror
After the Sunset,2004,"Action,Comedy,Crime,Drama"
Brooklyn's Finest,2010,"Crime,Drama,Thriller"
The Walk,2015,"Adventure,Drama,Thriller,History"
Jo Pil-ho: The Dawning Rage,2019,"Action,Crime,Drama,Thriller"
Psych: The Movie,2017,"Comedy,Crime,Mystery,TV Movie"
Plus One,2019,"Romance,Comedy,Drama"
Sky of Love,2007,"Romance,Drama"
The Beach Bum,2019,Comedy
Pizza 3: The Mummy,2023,"Horror,Thriller"
No Mercy,2019,"Action,Thriller"
Casanova's Return,2023,"Comedy,Drama"
Kitchen Brigade,2022,"Comedy,Drama"
Loving Annabelle,2007,"Drama,Romance"
Adult Only Institute,2017,"Comedy,Drama,Romance"
G.I. Joe: The Movie,1987,"Animation,Action,Science Fiction,Family"
Heaven in the Sky,2023,"Drama,Music,Family"
Black Christmas,2019,"Horror,Mystery,Thriller"
Another Gay Sequel: Gays Gone Wild!,2008,"Comedy,Romance"
Hope,2020,Drama
Beethoven's 4th,2001,"Family,Comedy"
The Sex Trip,2017,"Comedy,Fantasy"
Urban Legends: Bloody Mary,2005,"Horror,Thriller"
88 Minutes,2007,"Crime,Mystery,Thriller"
Edge of Fear,2018,"Action,Thriller"
Wimbledon,2004,"Comedy,Romance"
Disclosure,2020,Documentary
Linoleum,2023,"Science Fiction,Comedy,Drama"
Detroit,2017,"Crime,Drama,Thriller,History"
Lost Souls,2000,"Horror,Thriller"
The Ottoman Lieutenant,2017,"Romance,Drama,War"
Den of Thieves 2: Pantera,2024,"Action,Drama,Crime"
The Prison,2017,"Crime,Action"
The Age of Innocence,1993,"Drama,Romance"
Throwdown,2022,Action
Bait,2000,"Action,Thriller,Crime"
Van Wilder 2: The Rise of Taj,2006,Comedy
Unstable Fables: 3 Pigs & a Baby,2008,"Family,Animation,Comedy"
Mostly Ghostly,2008,"Family,Fantasy,Horror"
The Biggest Fan,2022,Comedy
Mini's First Time,2006,"Comedy,Crime,Drama"
Stargate: The Ark of Truth,2008,"Adventure,Science Fiction,TV Movie"
Final Girl,2015,"Action,Drama,Thriller"
True Mothers,2020,Drama
Detective Conan: The Lost Ship in the Sky,2010,"Action,Animation,Adventure,Crime"
Flatliners,1990,"Drama,Science Fiction,Horror"
Nobody's Fool,1994,"Drama,Comedy"
The Sentinel,2006,"Action,Thriller,Crime"
Little Manhattan,2005,"Comedy,Romance"
Boyhood,2014,Drama
On the Edge,2022,"Drama,Thriller"
Iratta,2023,"Drama,Thriller"
Love Clinic,2015,"Drama,Comedy,Romance"
Novitiate,2017,Drama
La Maison en Petits Cubes,2008,Animation
Strictly Ballroom,1992,"Comedy,Drama,Romance"
Club Dread,2004,"Comedy,Horror"
Can't Buy My Love,2017,"Romance,TV Movie"
Dennis the Menace Strikes Again!,1998,"Family,Comedy"
L'établi,2023,Drama
Turner & Hooch,1989,"Action,Comedy,Thriller,Crime,Family"
Felony,2014,"Mystery,Thriller,Crime"
BURN·E,2008,"Animation,Family"
Trouble Every Day,2001,"Drama,Horror,Romance"
Mighty Aphrodite,1995,"Comedy,Romance"
Never Sleep Again: The Elm Street Legacy,2010,"Documentary,Horror"
Old Man Jackson,2023,Comedy
Frankie and Johnny,1991,"Drama,Romance,Comedy"
Team America: World Police,2004,"Adventure,Action,Comedy"
Straight line,2023,Crime
Far from the Madding Crowd,2015,"Drama,Romance"
Solo,2023,Drama
Herbie Goes Bananas,1980,"Fantasy,Comedy,Family,Adventure"
Mickey: The Story of a Mouse,2022,Documentary
After Midnight,2019,"Drama,Horror"
The Night Eats the World,2018,"Drama,Horror,Thriller"
Confession of Murder,2012,"Action,Thriller"
Excess Baggage,1997,"Action,Comedy,Romance"
Adventure Time: Stakes,2015,"Adventure,Animation,Fantasy,TV Movie,Comedy"
The Trust,2016,"Crime,Thriller"
The Photographer: Murder in Pinamar,2022,Documentary
Official Competition,2021,"Comedy,Drama"
The Back-Up Plan,2010,"Comedy,Romance"
Cirque du Soleil: Worlds Away,2012,"Fantasy,Family,Music,Drama"
Extraordinary Measures,2010,Drama
Godzilla: Tokyo S.O.S.,2003,"Action,Science Fiction,Fantasy"
High Society,2018,Drama
Murder Party,2022,"Comedy,Crime"
All About Steve,2009,Comedy
Flesh and Fire,1985,Drama
True Legend,2010,"Action,Fantasy"
Hawaiian Vacation,2011,"Animation,Family,Comedy"
Torment,1994,"Drama,Thriller,Crime"
Hey Arnold! The Movie,2002,"Animation,Comedy,Family"
Wu Song's Bloody Battle With Lion House,2021,"Action,Drama"
The Captain,2019,"Drama,Thriller"
Bless the Child,2000,"Drama,Horror,Thriller,Crime"
Border,2018,"Fantasy,Drama,Crime"
Compulsion,2016,"Thriller,Horror,Fantasy"
The Best Exotic Marigold Hotel,2011,"Drama,Comedy"
"Crack: Cocaine, Corruption & Conspiracy",2021,Documentary
Memphis Belle,1990,"Drama,War,Action"
Lost and Delirious,2001,"Drama,Romance"
Jackie,2016,Drama
Mutant Pumpkins from Outer Space,2009,"TV Movie,Animation,Family,Comedy"
Young Adult,2011,"Comedy,Drama"
8MM 2,2005,"Thriller,Mystery,Drama"
The Final Wish,2019,Horror
Rurouni Kenshin: Requiem for the Ishin Patriots,1997,"Animation,Action,Fantasy"
Dolemite Is My Name,2019,"Drama,Comedy,History"
Last Shift,2014,"Horror,Mystery"
Return to Dust,2022,"Drama,Romance"
The Boss,2016,Comedy
House of Pleasures,2011,Drama
The Lovers on the Bridge,1991,"Drama,Romance"
Waves,2019,"Romance,Drama"
The Ballad of Narayama,1983,Drama
Dead Snow,2009,"Horror,Comedy"
Michael Jackson's Thriller,1983,"Horror,Music"
Great Expectations,2012,"Drama,Romance"
Captain Corelli's Mandolin,2001,"Drama,Romance,War"
Haunted Hospital: Heilstatten,2018,Horror
After Life,1998,"Fantasy,Drama"
Ghosts of Mars,2001,"Action,Horror,Science Fiction"
Point Blank,2019,"Action,Thriller"
Prom,2011,"Comedy,Romance"
Handsome Guys,2023,"Horror,Comedy"
A Letter from Rose Kennedy,2023,Drama
The Bride,2017,"Mystery,Horror,Thriller"
Lamog,2011,"Thriller,Drama"
Crossroads,1986,"Drama,Music,Mystery,Romance"
Come and Learn with Pibby!,2021,"Animation,Horror"
The Last Full Measure,2020,"War,Drama"
Everyone's Hero,2006,"Adventure,Animation,Comedy,Family"
Raising Cain,1992,"Horror,Drama,Thriller,Crime"
Mermaids,2003,"Fantasy,Romance"
Love Accidentally,2022,"Comedy,Romance"
El día de los Albañiles IV,2000,Comedy
Song to Song,2017,"Drama,Romance,Music"
Raging Fire,2021,"Action,Crime,Thriller"
In the Name of the Father,1993,Drama
Out of Death,2021,"Action,Thriller"
Mulholland Falls,1996,"Drama,Mystery,Thriller,Crime"
Long Time Dead,2002,"Horror,Thriller"
Val,2021,Documentary
Michael Jackson: Searching for Neverland,2017,Drama
The Penguins of Madagascar,2009,Animation
Hot Summer Nights,2018,"Drama,Comedy,Crime"
Bad Company,2002,"Action,Adventure,Comedy,Thriller"
C.S. Lewis: Dreamer of Narnia,2006,Documentary
Coffee and Cigarettes,2003,"Comedy,Drama"
Thunderbirds,2004,"Action,Adventure,Comedy,Family,Fantasy,Science Fiction"
"Honey, We Shrunk Ourselves",1997,"Adventure,Comedy,Family,Science Fiction,Action"
Byzantium,2012,"Drama,Fantasy,Thriller"
The Santa Clause 2,2002,"Fantasy,Comedy,Family"
The Disappointments Room,2016,"Horror,Thriller"
Amazonia: The Catherine Miles Story,1985,"Adventure,Drama,Horror"
Hotel Coppelia,2021,Drama
The Time of Indifference,2021,Drama
It's Only the End of the World,2016,Drama
Wasp Network,2020,"Drama,History,Thriller"
Virus,1999,"Horror,Action,Science Fiction"
Scarlet Innocence,2014,"Thriller,Drama,Romance"
Practical Magic,1998,"Romance,Comedy,Fantasy"
Digimon: The Movie,2000,"Fantasy,Animation,Science Fiction,Family"
"Botticelli, Florence And The Medici",2022,Documentary
Ghost Stories,2018,"Horror,Drama"
Punga,2022,Drama
Ladies in Lavender,2004,"Drama,Romance"
Let the Bullets Fly,2010,"Action,Comedy"
Think Like a Dog,2020,"Family,Comedy,Drama"
Super Fuzz,1980,"Fantasy,Action,Comedy,Science Fiction"
Suffragette,2015,"Drama,History"
Jay and Silent Bob Reboot,2019,Comedy
Rudolph the Red-Nosed Reindeer: The Movie,1998,"Animation,Family,Music"
The Marquis of Grillo,1981,Comedy
Never Been Kissed,1999,"Romance,Comedy,Drama"
Mother,2009,"Crime,Drama,Mystery,Thriller"
Johnny Mnemonic,1995,"Science Fiction,Thriller,Adventure,Action"
Before Memory,2023,Thriller
Vendetta,2015,Action
The Heist Before Christmas,2023,"Family,Adventure"
Hindi Medium,2017,"Comedy,Drama"
Shiva Baby,2021,"Comedy,Drama"
The Body,2012,"Thriller,Mystery"
Tom and Jerry: Spy Quest,2015,"Animation,Family,Comedy"
Dragnet,1987,"Action,Comedy,Crime"
Nightwatch,1997,"Drama,Horror,Mystery,Thriller"
Boys and Girls,2000,"Comedy,Drama,Romance"
The Death of the Incredible Hulk,1990,"Action,Drama,Science Fiction,TV Movie"
War,2019,"Action,Thriller,Adventure"
"Me gusta, pero me asusta",2017,Comedy
Dovbush,2023,"History,Drama"
Hawking,2004,Drama
Man Down,2015,"Thriller,Drama"
"The Death of ""Superman Lives"": What Happened?",2015,Documentary
Faces in the Crowd,2011,"Thriller,Crime"
Monster High: Ghouls Rule,2012,"Animation,Family"
Hate by Dani Rovira,2021,Comedy
Greedy,1994,Comedy
Deliver Us from Evil,2020,"Crime,Action,Drama"
Lulu,2014,Drama
Boogie,2021,Drama
"Greystoke: The Legend of Tarzan, Lord of the Apes",1984,"Adventure,Drama,Action,Romance"
Tootsie,1982,"Comedy,Romance"
Vikingdom,2013,Adventure
From Inside,2023,"Thriller,Horror"
Life or Something Like It,2002,"Comedy,Drama,Romance"
The Red Baron,2008,"Action,Adventure,Drama,History,War"
Shameless,2012,"Drama,Romance"
"It's Christmastime Again, Charlie Brown",1992,"Animation,TV Movie,Family"
Blood Ties,2013,"Thriller,Crime,Drama"
Steel,1997,"Science Fiction,Action,Adventure"
The Madness of King George,1994,"Comedy,Drama,History"
The Dead Girl,2006,"Mystery,Drama,Crime,Thriller"
Ludo,2020,"Crime,Comedy"
Lupin the Third vs. Detective Conan,2009,"Action,Animation,Comedy,Crime,TV Movie"
The Good Girl,2002,"Drama,Comedy,Romance"
Cencoroll,2009,"Animation,Science Fiction"
How to Please a Woman,2022,"Romance,Comedy,Drama"
Show Dogs,2018,"Adventure,Crime,Family,Comedy"
We Are Your Friends,2015,"Drama,Music,Romance,Comedy"
Shall We Dance?,2004,"Drama,Romance,Comedy"
Young and Dangerous,1996,"Action,Crime"
Temptation of Aunt 2,2019,Drama
The Offering,2016,"Mystery,Thriller,Horror"
On Suspicion Zokunentu,2022,Documentary
The Children Act,2018,Drama
Café Society,2016,"Comedy,Drama,Romance"
Cosmopolis,2012,Drama
Cantinflas,2014,Drama
Chasing Liberty,2004,"Comedy,Romance"
The Shadow Effect,2017,"Science Fiction,Action,Thriller"
High School of the Dead: Drifters of the Dead,2011,"Comedy,Animation,Adventure,Horror"
Ana and Bruno,2017,"Animation,Adventure,Family"
Tom and Jerry Meet Sherlock Holmes,2010,"Family,Animation,Adventure,Comedy"
Bill Reid Remembers,2022,Documentary
Bob Lazar: Area 51 and Flying Saucers,2018,Documentary
Georgia Rule,2007,"Comedy,Drama,Romance"
Juniors,2023,"Drama,Comedy"
La espina de Dios,2015,Drama
Hollywood Homicide,2003,"Action,Adventure,Comedy,Thriller"
Stranded,2013,"Horror,Science Fiction"
Grandma's Boy,2006,Comedy
Rodentia,2023,"Horror,Comedy"
Lilly the Witch: The Dragon and the Magic Book,2009,"Fantasy,Family,Comedy"
Obsessed,2009,"Drama,Thriller"
Hulk vs. Thor,2009,"Action,Animation,Fantasy,Science Fiction"
The Spacewalker,2017,"Adventure,Drama,History,Thriller"
Wonder Wheel,2017,"Drama,Romance"
Summer's Blood,2009,"Horror,Thriller"
The Final Girls,2015,"Comedy,Horror"
Duplex,2003,Comedy
Rambling Rose,1991,Drama
Burning,2018,"Mystery,Drama,Thriller"
Grizzly Man,2005,Documentary
Heart's Motive,2023,"Drama,Mystery,Crime"
Kidnapped,2010,"Horror,Thriller"
Playmobil: The Movie,2019,"Family,Animation,Comedy,Adventure"
K.G.F: Chapter 2,2022,"Action,Crime,Drama"
Neruda,2016,Drama
Wolverine: Origin,2013,"Animation,Action,Science Fiction"
The Grey Zone,2001,"Drama,War"
Ordinary People,1980,Drama
Invasion U.S.A.,1985,Action
The Real Black Panther,2020,Documentary
Daisy,2022,Drama
Son of the Pink Panther,1993,"Comedy,Crime"
Capturing Avatar,2010,Documentary
Lítá v tom,2023,"Comedy,Romance"
Black Snow,2017,"Mystery,Drama,Crime,Thriller"
Babysitting,2014,Comedy
Before the Flood,2016,Documentary
Batman: Year One,2011,"Action,Animation,Crime"
Memories of Matsuko,2006,"Comedy,Drama,Music"
Four Good Days,2021,Drama
Only in Theaters,2022,Documentary
Joe Dirt,2001,"Mystery,Adventure,Comedy,Romance,Drama"
Everything Must Go,2011,"Comedy,Drama,Romance"
She Is Conann,2023,Fantasy
Passengers,2008,"Drama,Mystery,Thriller,Romance"
The Bears' Famous Invasion of Sicily,2019,"Animation,Adventure,Family,Fantasy"
Bumper,2023,"Drama,Action,Comedy"
Oscar,1991,Comedy
Hans Zimmer: Live in Prague,2017,Music
Cinderella's Hot Night,2017,"Fantasy,Comedy"
The Lazarus Effect,2015,"Horror,Thriller,Mystery,Science Fiction"
Mamma qui comando io,2023,"Comedy,Family"
The New World,2005,"Drama,History,Romance"
See No Evil,2006,"Horror,Thriller"
One Hour Photo,2002,"Drama,Thriller"
Vixen: The Movie,2017,"Action,Animation"
The Full Monty,1997,Comedy
Anchorman 2: The Legend Continues,2013,Comedy
I Am Bolt,2016,Documentary
Dead Reckoning,2020,Thriller
Eye for an Eye,2019,"Drama,Thriller,Crime"
Ultras,2020,Drama
The Producers,2005,Comedy
Immortal Species,2023,"Thriller,Adventure,Action"
Penduko,2023,"Action,Adventure,Fantasy"
Révolution SIDA,2022,Documentary
Ghost in the Shell Arise - Border 4: Ghost Stands Alone,2014,"Action,Animation,Science Fiction,Crime"
New World,2023,"Mystery,Drama"
Beats,2019,"Drama,Music"
The Killing Fields,1984,"Drama,History,War"
King of Comedy,1999,"Comedy,Drama,Romance"
Twin Peaks,1989,"Crime,Drama,Mystery,TV Movie"
The Swan Princess: A Royal Wedding,2020,"Animation,Family,Fantasy"
Death Note: Light Up the New World,2016,"Crime,Drama,Horror,Science Fiction,Thriller"
Paper Lives,2021,Drama
Ladder 49,2004,"Drama,Action,Thriller"
Tully,2018,"Comedy,Drama"
The Apostle Peter: Redemption,2016,Drama
Foxcatcher,2014,"Drama,Thriller"
Trippin’ with the Kandasamys,2021,"Comedy,Romance"
Punch,2023,Drama
Table 19,2017,"Comedy,Drama"
Little Giants,1994,"Comedy,Family"
Orexin,2022,"Western,Adventure,Thriller,Action"
Petit Jésus,2023,Comedy
The Darjeeling Limited,2007,"Adventure,Drama,Comedy"
A Chinese Torture Chamber Story,1994,"Horror,Drama,Adventure,Comedy"
Love Exposure,2009,"Action,Comedy,Drama,Romance"
The Scarlet Letter,1995,"Drama,Romance,Western"
Scooby-Doo and the Alien Invaders,2000,"Animation,Family,Comedy,Mystery,Science Fiction"
Shelter,2007,"Drama,Romance"
BTS Permission to Dance On Stage - Seoul: Live Viewing,2022,"Music,Documentary"
"Veinteañera, Divorciada y Fantástica",2020,Comedy
Faster Than Light: the Dream of Interstellar Flight,2017,Documentary
Love & Basketball,2000,"Comedy,Drama,Romance"
Blindfire,2020,"Crime,Drama,Thriller"
009 Re:Cyborg,2012,"Action,Animation,Science Fiction"
Matthias & Maxime,2019,Drama
One Piece Film Gold: Episode 0,2016,Animation
Chilangolandia,2021,Comedy
Denial,2016,"Drama,History"
Night of The Abandoned City,2023,Horror
GirlHouse,2014,"Horror,Thriller"
Gintama 2: Rules Are Made To Be Broken,2018,"Comedy,Action,Science Fiction,Fantasy"
Monos,2019,"Drama,War"
J. Edgar,2011,"Drama,Crime,History"
My Sassy Girl,2008,"Comedy,Romance"
A Hidden Life,2019,"Drama,War,History"
Bucky Larson: Born to Be a Star,2011,Comedy
Mr. Osomatsu: The Soul's Takoyaki Party and the Legendary Sleepover,2023,"Animation,Comedy"
A Little Princess,1995,"Drama,Family,Fantasy"
Noelle,2019,"Family,Comedy,Fantasy"
A German Life,2022,Drama
Fist of the North Star: Legend of Raoh - Chapter of Death in Love,2006,"Animation,Action"
Shark Bait,2006,"Animation,Family"
BTS World Tour: Love Yourself - Japan Edition,2019,"Music,Documentary"
Unaccompanied Minors,2006,"Comedy,Family"
The Vanishing,1988,"Thriller,Mystery"
Persuasion,2007,"Romance,Drama,TV Movie"
Dreamscape,1984,"Adventure,Science Fiction,Horror"
Diary of a Mad Black Woman,2005,"Drama,Romance,Comedy"
Apollo 11,2019,"Documentary,History"
LEGO DC Super Heroes - Aquaman: Rage Of Atlantis,2018,"Animation,Family,Action,Comedy"
Center Stage,2000,"Drama,Music"
Sharknado 4: The 4th Awakens,2016,"Comedy,Science Fiction"
Helicopter,2024,Documentary
The Last Dragonslayer,2016,"Adventure,Comedy,Fantasy"
Your Name Engraved Herein,2020,"Romance,History,Drama"
French Twist,1995,"Comedy,Romance"
Rose Island,2020,"Comedy,Adventure"
Soof 3,2022,"Comedy,Romance"
A Hard Day,2014,"Action,Crime,Thriller"
Snow Buddies,2008,"Family,Adventure"
The Bridge,2006,Documentary
The Dark,2018,"Horror,Drama,Fantasy"
Cats,1998,Music
Batman Ninja,2018,"Animation,Action,Science Fiction"
Black Mass,2015,"Drama,Crime,History"
The 33,2015,"Drama,History"
Mighty Joe Young,1998,"Adventure,Family,Action,Fantasy"
OLIVIA RODRIGO: driving home 2 u (a SOUR film),2022,"Music,Documentary"
Chokehold,2023,"Drama,Thriller"
55 Steps,2018,Drama
Desert Flower,2009,Drama
Black Butterfly,2017,"Thriller,Mystery"
Tampopo,1985,Comedy
X-Men: First Class 35mm Special,2011,Documentary
Kantara,2022,"Mystery,Action,Thriller"
The General's Daughter,1999,"Thriller,Mystery,Drama,Crime"
Death Wish 4: The Crackdown,1987,"Action,Crime,Drama"
Beyond the Boundary: I'll Be Here – Future,2015,"Animation,Action,Fantasy,Drama,Comedy"
The Best of Enemies,2019,"Drama,History"
Home,2009,Documentary
Thoroughbreds,2018,"Drama,Thriller"
End Game,2006,"Action,Thriller"
5 Headed Shark Attack,2017,"Horror,Science Fiction"
Assassination Games,2011,Action
Baby Mama,2008,Comedy
Runaway Train,1985,"Action,Thriller,Drama,Adventure"
Heavyweights,1995,"Family,Comedy,Drama"
Undercover,2022,"Crime,Drama"
Kundo: Age of the Rampant,2014,"Action,Drama"
Doraemon: Nobita's Treasure Island,2018,Animation
Running with the Devil,2019,Action
A Room with a View,1985,"Drama,Romance"
Last Holiday,2006,"Adventure,Comedy,Drama"
Red,2008,"Drama,Thriller"
Sherina's Adventure 2,2023,"Adventure,Comedy,Drama,Family,Music"
Game Of Thrones: Greatest Moments,2019,"TV Movie,Documentary"
Autopsy,2008,"Horror,Thriller"
The Magic of Belle Isle,2012,"Comedy,Drama"
Avenging Angelo,2002,"Action,Comedy,Crime"
Ju-on: The Grudge 2,2003,"Horror,Thriller"
Land of Gold,2022,Drama
One in the Chamber,2012,"Action,Thriller"
Intruder,2020,"Mystery,Thriller"
Tales of Vesperia: The First Strike,2009,"Animation,Action,Adventure,Fantasy"
Out for a Kill,2003,"Action,Thriller"
Kaapa,2022,"Crime,Action,Drama"
The Six Wives of Henry Lefay,2009,Comedy
Operation Christmas Drop,2020,"Comedy,Family,Romance,TV Movie"
Screwdriver,2023,"Drama,Thriller"
O2,2024,"Thriller,Science Fiction"
Northanger Abbey,2007,"Romance,Drama,TV Movie"
Mufasa: The Lion King,2024,"Adventure,Animation,Family"
El rey león (musical) - Ciudad de Mexico,2015,Music
Toys,1992,"Family,Fantasy,Comedy,Science Fiction"
TRON: The Next Day,2011,"Science Fiction,Thriller"
The Batman Superman Movie: World's Finest,1997,"Action,Animation,TV Movie,Science Fiction"
Departures,2008,Drama
DeVour,2005,Horror
Nothing to Lose,1997,"Action,Adventure,Comedy"
Um Ano Inesquecível: Verão,2023,"Comedy,Romance,Drama"
A Royal Night Out,2015,"Comedy,Drama,Romance"
Just Once,2021,Drama
Crazy Hong Kong,1993,"Adventure,Comedy"
Young Sister In Law 4,2019,Romance
Air Bud: Spikes Back,2003,"Comedy,Family"
3022,2019,Science Fiction
The Man Who Killed Hitler and Then the Bigfoot,2019,"Drama,Adventure,Fantasy"
Black Death,2010,"Drama,History,Horror"
The Desired War,2022,"War,Comedy,Romance"
Unlawful Entry,1992,"Crime,Mystery,Thriller"
Outland,1981,"Science Fiction,Action,Crime"
Quest for Fire,1981,"Adventure,Drama"
Like Mike 2: Streetball,2006,"Family,Comedy,Fantasy"
Thomas and the Magic Railroad,2000,"Animation,Drama,Family"
Dreamkatcher,2020,"Horror,Thriller"
Live,2023,Drama
Straight from the Barrio,2008,"Drama,Action,Crime"
Cat Person,2023,"Thriller,Romance,Action"
One Piece: Take Aim! The Pirate Baseball King,2004,"Comedy,Animation,Fantasy"
Texas Killing Fields,2011,"Drama,Thriller,Crime,Mystery"
Axe2Grind,2023,Thriller
Boxing Helena,1993,"Drama,Romance,Thriller"
Elvira's Haunted Hills,2002,"Comedy,Horror"
To Steal from a Thief,2016,"Crime,Thriller"
The Passenger,2023,"Drama,Thriller,Horror"
Aileen Wuornos: American Boogeywoman,2021,"Horror,Thriller"
3 Ninjas Knuckle Up,1995,"Family,Adventure,Action,Comedy"
Man on the Moon,1999,"Comedy,Drama"
Becoming,2020,"Science Fiction,Drama,Thriller,Horror"
Teen Spirit,2019,"Music,Drama"
Johnson Family Vacation,2004,"Comedy,Family"
Spider-Man 2: Making the Amazing,2004,"Action,Adventure,Science Fiction,Documentary"
Trivial Conspiracies,2022,"Comedy,Drama"
Inception: The Cobol Job,2010,"Animation,Action,Thriller,Science Fiction"
The Hundred-Foot Journey,2014,"Drama,Comedy"
Death at a Funeral,2010,Comedy
Super Buddies,2013,"Family,Comedy"
Pornstar 2: Pangalawang Putok,2021,Comedy
Nerisa,2021,Drama
One Piece: Defeat the Pirate Ganzak!,1998,"Action,Animation,Comedy,Fantasy"
Wheel of Fortune and Fantasy,2021,"Drama,Romance"
Pieces,1982,Horror
How to Win,2022,Comedy
Night on Earth,1991,"Comedy,Drama"
The Exorcism of Anna Ecklund,2016,"Thriller,Horror"
Otis,2008,"Comedy,Horror"
Johan Falk: Alla råns moder,2012,"Action,Crime,Thriller"
BTS World Tour: Love Yourself in Seoul,2019,Music
BIA: An Upside Down World,2021,"Comedy,Drama,Family"
Gleaming the Cube,1989,"Crime,Thriller,Action"
Cider and Sunsets,2022,"TV Movie,Comedy,Romance,Family"
Walk. Ride. Rodeo.,2019,Drama
Marshland,2014,"Thriller,Crime,Mystery"
Loose Cannon,2023,Action
Grave Halloween,2013,"TV Movie,Horror,Science Fiction"
Mein Lotta-Leben - Alles Tschaka mit Alpaka,2022,"Comedy,Family"
Peggy Sue Got Married,1986,"Comedy,Drama,Fantasy"
Wit,2001,Drama
Miss Potter,2006,"Drama,Family,Romance"
Batman Unlimited: Mechs vs. Mutants,2016,"Animation,Action,Science Fiction"
Joe Bell,2021,"Drama,Adventure"
Alvin and the Chipmunks Meet Frankenstein,1999,"Animation,Comedy"
Drishyam,2015,"Crime,Drama,Thriller,Mystery"
Sanky Panky 3,2018,Comedy
54,1998,"Drama,Music"
Viking,2016,"History,Action,Drama"
The Vigil,2020,"Horror,Thriller,Mystery"
G.O.R.A.,2004,"Adventure,Comedy,Science Fiction"
Rugrats Go Wild,2003,"Animation,Family,Adventure,Comedy"
Legend of the Demon Cat,2017,"Drama,Fantasy,Mystery"
Okko's Inn,2018,"Animation,Comedy,Fantasy"
Sur la branche,2023,Comedy
City Hall,1996,"Drama,Thriller"
Lesbian Schoolgirls and the Pleasure of Perverting,1983,Comedy
Dilwale,2015,"Crime,Action,Comedy"
Scorched Earth,2018,"Action,Science Fiction"
7th Floor,2013,"Drama,Thriller"
La casa acecha,2020,"Horror,Thriller,Fantasy"
The Line,2023,Drama
Close Range,2015,"Action,Crime"
Mara,2018,"Crime,Horror,Thriller"
Bandslam,2009,"Comedy,Drama,Family,Music,Romance"
Bohemian Rhapsody : La vraie histoire de Queen,2019,Documentary
Water Lilies,2007,"Drama,Romance"
Night of the Zombies,1980,"Horror,Science Fiction"
Afwaah,2023,Drama
Fatal Affair,2020,Thriller
Swiped,2018,"Comedy,Drama,Romance"
Nappily Ever After,2018,"Comedy,Romance"
After the Ball,2015,Comedy
Touken Ranbu 2,2023,"Action,Fantasy"
The Visitors: Bastille Day,2016,Comedy
On Golden Pond,1981,"Drama,Romance"
Smilla's Sense of Snow,1997,"Action,Crime,Drama,Mystery,Thriller"
Hatchet III,2013,"Horror,Thriller,Comedy,Action"
Amour,2012,"Drama,Romance"
The New Daughter,2009,"Horror,Thriller"
"You, Me and Dupree",2006,"Comedy,Romance"
Ice Sharks,2016,"TV Movie,Adventure,Action,Science Fiction,Horror"
Raise the Titanic,1980,Adventure
A Choice of Weapons: Inspired by Gordon Parks,2021,Documentary
Resurrection,1999,"Thriller,Crime,Mystery,Horror"
Stuntman,2018,Documentary
Daffy Duck's Movie: Fantastic Island,1983,"Animation,Comedy,Family,Fantasy"
A Silence,2023,Drama
